,0.0,0.1,0.5,1.0,2.0,4.0,6.0,8.0,10.0,14.0,18.0,22.0,26.0,30.0,40.0,50.0,60.0,70.0
U235,0.0022732990916108204,0.0022699675083515274,0.002256662560419836,0.0022400789427716966,0.0022072331607893747,0.002143042160071688,0.0020809435375652094,0.002020722857107314,0.001962204547267189,0.001849699109467941,0.00174258501711647,0.0016402851458733694,0.001542412861331284,0.0014486590496338382,0.0012309441438172317,0.0010352741741015724,0.000859936529758567,0.0007037941835013233
U238,0.0226952501011,0.022694102114245225,0.022689418140771054,0.02268347297201921,0.022671485383502298,0.022647325912389958,0.022622955853116994,0.02259822838804932,0.02257324475584906,0.022522316404984453,0.022470238444566654,0.022416853176303545,0.022362235135659343,0.022306341085096198,0.022160984997366365,0.022008453207445496,0.021847830420143665,0.021679197511485646
Pu239,1e-21,7.268309481552455e-08,1.6365344804432448e-06,5.35607890179024e-06,1.5009000005149692e-05,3.490331285722759e-05,5.278288863337789e-05,6.86938825107402e-05,8.284266389294964e-05,0.00010673571864430262,0.00012571441905215286,0.00014088970068536026,0.0001529639904926635,0.00016250148092477877,0.00017820864710433524,0.00018507018460719242,0.00018676639156172794,0.0001846949734916685
Pu240,1e-21,3.6510280137683585e-10,1.5045650962092396e-08,7.682783935248915e-08,3.809128705868143e-07,1.7131551553039533e-06,3.8477680247658735e-06,6.592116822284154e-06,9.795770128226477e-06,1.711347226847136e-05,2.5085976617130585e-05,3.326591882074589e-05,4.135898184713197e-05,4.91818492387147e-05,6.673606532275371e-05,8.118169845301593e-05,9.244285485661968e-05,0.00010077246128635508
Pu241,1e-21,5.334353302412112e-13,1.1208345947534874e-10,1.1456253608552184e-09,1.1448883062574405e-08,1.0517008577523784e-07,3.623958383119962e-07,8.373008221917955e-07,1.5613709368177123e-06,3.807088290432697e-06,7.085015040054337e-06,1.125532072346085e-05,1.6139347344054627e-05,2.1517179577999685e-05,3.6034842719674047e-05,4.993908298353072e-05,6.17267596082623e-05,7.068990604240638e-05
Pu242,1e-21,1.7686170540199727e-16,1.8949584641711582e-13,3.852215836137565e-12,7.771185404385915e-11,1.468017463205848e-09,7.74731241275492e-09,2.4363597109514507e-08,5.7925580954089756e-08,2.052828890403122e-07,5.096954216262957e-07,1.027551811115032e-06,1.8086967392644808e-06,2.892452380253677e-06,7.103221494906339e-06,1.3594242250524088e-05,2.2311741518664753e-05,3.3011868053598355e-05
Pu243,1e-21,1.3958719411069722e-20,3.947501185840435e-17,1.0012828124030788e-15,2.309693661378519e-14,4.646228730187032e-13,2.531191119667419e-12,8.180104328095692e-12,1.9843934576068533e-11,7.279382997847596e-11,1.8506291805451448e-10,3.836180953603278e-10,6.927884232688519e-10,1.129218820217819e-09,2.9201699877880574e-09,5.910460894489942e-09,1.0169858294611642e-08,1.573394536911373e-08
Pu244,1e-21,1.0011078931648365e-21,1.1051320232328714e-20,5.273849936458019e-19,2.5029836015380433e-17,1.0523881457852713e-15,8.895101126747367e-15,3.955780230242429e-14,1.2340187686624245e-13,6.673903371070785e-13,2.29757322478471e-12,6.103736116229681e-12,1.365904050627336e-11,2.7036473953193308e-11,1.0486747474558804e-10,2.9556765916328816e-10,6.800003475115267e-10,1.3662542949470347e-09
Am241,1e-21,8.071105077788419e-18,8.599906305366023e-15,1.7346473913196745e-13,3.468310981574451e-12,6.460370342333705e-11,3.3695183283201903e-10,1.045870577311844e-09,2.4495947283805257e-09,8.383719293526953e-09,1.999586450649457e-08,3.856046317736409e-08,6.469603636440404e-08,9.832127656947597e-08,2.1012730623723327e-07,3.44436559457148e-07,4.7638935263226046e-07,5.846655082659341e-07
