,0.0,0.1,0.5,1.0,2.0,4.0,6.0,8.0,10.0,14.0,18.0,22.0,26.0,30.0,40.0,50.0,60.0,70.0
U232,1e-21,2.002388497560686e-20,7.903762764735686e-18,7.881562571508644e-17,5.741433463557205e-16,3.1977061478730787e-15,7.898064906060718e-15,1.4518846083562834e-14,2.288531802795772e-14,4.4433454826338566e-14,7.149428744549966e-14,1.0325909230905454e-13,1.389468867553444e-13,1.7779188036001136e-13,2.8472463409620416e-13,3.9824748850009095e-13,5.106744556579337e-13,6.15039876880641e-13
U233,1e-21,1.589604693707322e-14,8.035845119869054e-14,1.4571115095134484e-13,2.9455766491348343e-13,5.720148365618644e-13,8.425441744802094e-13,1.097458397481196e-12,1.241195252748135e-12,1.6639061083324786e-12,1.8851060836323034e-12,2.254806068651266e-12,2.6868945707701193e-12,2.917507484232831e-12,3.5153890825254553e-12,4.250374943076221e-12,4.628034616208537e-12,4.9136221765084085e-12
U234,1e-21,2.0763776886404757e-11,1.048037012084152e-10,2.115288299849445e-10,4.2424402389089707e-10,8.391615907868278e-10,1.2487897041926041e-09,1.6485916009086377e-09,2.0413217338583263e-09,2.8105953052947586e-09,3.5470518289142677e-09,4.258784007605031e-09,4.9643438593284965e-09,5.675081239209658e-09,7.530861267710704e-09,9.698639546321675e-09,1.2464590136437817e-08,1.6147088101568264e-08
U235,0.0022732990916108204,0.0022699675083515274,0.002256662560419836,0.0022400789427716966,0.0022072331607893747,0.002143042160071688,0.0020809435375652094,0.002020722857107314,0.001962204547267189,0.001849699109467941,0.00174258501711647,0.0016402851458733694,0.001542412861331284,0.0014486590496338382,0.0012309441438172317,0.0010352741741015724,0.000859936529758567,0.0007037941835013233
U236,1e-21,5.928773114350541e-07,2.9683608755563646e-06,5.933782275192083e-06,1.18026229763477e-05,2.3257389132390496e-05,3.432370962251972e-05,4.5038003737653157e-05,5.5427870269845333e-05,7.532910343452964e-05,9.415106221363142e-05,0.0001119881252011922,0.00012890265405752583,0.00014493549236747864,0.00018137137209639438,0.00021290697573688117,0.00023983121613601339,0.00026237555733497577
U238,0.0226952501011,0.022694102114245225,0.022689418140771054,0.02268347297201921,0.022671485383502298,0.022647325912389958,0.022622955853116994,0.02259822838804932,0.02257324475584906,0.022522316404984453,0.022470238444566654,0.022416853176303545,0.022362235135659343,0.022306341085096198,0.022160984997366365,0.022008453207445496,0.021847830420143665,0.021679197511485646
Np236,1e-21,5.1023977397599755e-21,6.684153680538636e-19,6.878380265576766e-18,7.630431422440617e-17,8.332942386337778e-16,3.4923647411271136e-15,9.354355979571796e-15,1.9832103400721097e-14,6.124889746956193e-14,1.400722053398209e-13,2.6717223342536383e-13,4.581659163889136e-13,7.255899461014073e-13,1.8130917273150169e-12,3.688636227147848e-12,6.519471343548943e-12,1.0413682870382505e-11
Np237,1e-21,7.221242767244279e-12,2.4644596002560114e-10,1.2844848874609629e-09,7.117200802110303e-09,3.940329198840705e-08,1.0414346999400607e-07,2.034636411557194e-07,3.3648982908136983e-07,7.022064858221582e-07,1.1949713817113993e-06,1.8030578052529504e-06,2.5208717097613857e-06,3.3435076762935407e-06,5.816244792158105e-06,8.770053884083035e-06,1.2078571148662465e-05,1.5617102062381383e-05
Pu236,1e-21,1.0123265258578483e-21,1.0620069119783951e-21,1.284823839612517e-21,1.624271190614544e-21,8.453170012249356e-21,4.8394674466211413e-20,1.9010673044121744e-19,4.329204483380371e-19,2.3789032164149804e-18,5.6665145410842986e-18,1.3615169422331513e-17,3.085612888861631e-17,5.4878593839592737e-17,1.879320626146393e-16,5.394817145595923e-16,1.1527748652295882e-15,2.198209576747622e-15
Pu238,1e-21,3.1019279402141845e-16,8.258126012337257e-14,1.1470543631638306e-12,1.756973950051215e-11,2.634425216877099e-10,1.2109051055259195e-09,3.449354372233713e-09,7.597479352232473e-09,2.409704770136263e-08,5.5677986795552845e-08,1.0717832658120252e-07,1.8329544273638767e-07,2.8875324688361425e-07,7.118443402544051e-07,1.4179448216388507e-06,2.468749730271434e-06,3.9145485831931e-06
