,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200,E201,E202,E203,E204,E205,E206,E207,E208,E209,E210,E211,E212,E213,E214,E215,E216,E217,E218,E219,E220,E221,E222,E223,E224,E225,E226,E227,E228,E229,E230,E231,E232,E233,E234,E235,E236,E237,E238,E239,E240,E241,E242,E243,E244,E245,E246,E247,E248,E249,E250,E251,E252
flux,62753605.36420957,1467963356.3417633,1888857432.8631306,2607319655.2915044,2635535853.5640316,4797390335.992868,10379877899.139502,13232031147.021383,16137763260.393564,40631373241.82225,51893488663.40562,177994410257.18036,245694750892.72574,2788498916060.8037,1238814819608.3132,3098532789721.031,3614611236898.983,3991944601946.3325,4251126114976.534,4415844934112.505,4497035480773.452,4518155069109.434,11052187728570.326,10309438237175.918,9291129738766.998,8181402546495.628,7088634207103.303,6069206034558.693,5165053483748.674,4380683812815.3706,3713447017984.7354,3149918595760.404,2673124951258.6353,2276047554872.754,3621032651304.2266,2709757391015.8535,2085592371867.567,1658012169817.5588,710915617754.7521,649955878705.0675,1150237103711.2332,998446025278.8527,884116535506.1215,796197642521.4974,727211748965.3674,341634034617.77985,328637606564.1072,317170470523.43823,306431297165.6851,119522058927.08965,117982688257.82552,116484639953.05832,115079099866.34378,113532767223.71144,112242814210.66246,110828380765.29478,109550623130.50667,108317875883.69104,106981512633.8711,105840226982.2019,104641095017.40791,103362802869.82263,102320155131.51936,101240878485.00085,297677823321.4883,193965991627.22186,284068163812.39484,184736810780.77344,447548746197.1528,429521156507.6892,411625733985.3205,395911095597.2008,381273484000.9101,652684316544.0044,614114109547.9105,579357289326.1326,547212292487.6709,461565786991.5868,332096769640.7254,618270430438.2327,438302234218.9779,419534613335.0867,358465608772.9737,387960181459.7967,414057156765.30396,397215787322.40424,382125805303.93353,367545817618.083,354062272669.8927,103791858750.0615,338507284801.4172,326766980905.3142,920731573168.2916,651331638503.5126,968135730149.4043,1392211901737.4082,627083340064.4457,782307923073.8014,1077945418728.6744,420320497805.81244,395630033543.9637,307659327532.9418,174497977387.9428,185051871989.38275,231699333034.7549,1383683612871.2656,1283077393656.1555,1049668737710.8596,1558956848843.9976,378476832824.9887,896445396004.8191,1231436650606.997,1178340975183.7205,678574642119.4426,952974369025.0413,534250768070.0586,345866977677.9576,285627281185.3565,312359219607.02246,323292599654.0635,371547160941.72363,1233915323674.9792,1135875790963.753,1038494776551.995,506068440227.569,189446151630.0327,548212905672.10266,175881919847.6155,412208260590.4028,166647221153.85718,174412652126.03067,284584820861.0206,27061649271.170288,60458892466.58238,95021970202.2849,127383000630.28697,345865429677.0647,153444010401.87933,422387915026.9023,407827459702.3802,451316623016.524,328297984801.08466,809038870217.6315,566775070753.9526,657233079899.576,1010591637467.4824,619742795108.6814,397163652236.06885,388216406061.67236,440578735760.82275,802420323973.0676,672470086790.0258,639071347643.0912,257400470954.6026,1208384978022.5874,937595115162.8506,512814807738.8692,469723074063.5778,355071816067.73755,571612460453.1571,337744734393.2829,199778081192.15582,106567321043.91255,316082957163.4386,2017879325462.6284,2200176447347.272,729097623816.6355,571367910269.5345,73176328651.27371,176515450520.5564,66054711950.77613,582892848733.6633,319424122427.71606,174423050104.41492,597491801599.0582,1115548539763.3813,2215128842410.568,875909930318.0726,7654526826879.545,2576114300872.931,251289617249.7791,4323792749925.2837,2508529500062.7383,3500076743494.4473,432543494174.215,1974109088119.7488,2653540811045.279,297005842464.5055,1394132669776.8394,2418062752521.602,2927506647137.098,557269757979.0933,5054285460202.823,4580189766385.633,2251860332126.268,4215648189937.7305,3621671668214.7285,2195283061760.9758,5272900474277.555,5590450863013.359,1143950524716.144,466631938406.3322,1952516615049.8008,2736614772932.133,379337279910.5541,1281243072450.184,514272132586.7473,1871730727912.2449,2915214850158.196,1979070447777.9436,3645519232126.314,3083345895942.2485,2101521182119.8672,2315939500194.027,626113274955.6643,595099480128.8586,929653779172.1968,687155716144.6848,1656487353448.274,632947280622.9315,701316029393.9191,1693491120906.7886,214443152438.79614,1610126013044.137,1431957416298.0422,770949149397.4849,254116109814.20956,444952376368.8472,341182377084.0118,1450141489472.7795,1349169136297.4397,1356252370432.8767,609074406435.4658,810788035539.9609,452945595831.4224,447629462165.30396,1072673662252.3918,3023399739286.4043,2925681109164.8955,573848535522.9788,1488079791117.7197,1720870878641.3762,387705073559.0918,629556238013.6501,197470110889.4181,46102675042.731705,13800378052.076626,931428395.5862385,392629729.49750584,252111565.32255134,118247576.75574914,42714335.57926838
flux_err,1047391.1565144225,6974451.305531586,9603504.956596516,11288471.47061275,11856748.393878909,16027233.477104764,28243665.10138658,32823086.076876782,37403579.3642304,60938322.2362733,69711993.22677289,135801259.80532405,172568363.6690114,859323645.5781893,422813595.8180626,857570801.0783653,883683423.5447382,978403867.98084,1000018363.2628725,1007912699.6903976,1042877783.3611625,1018108652.456392,2276201652.189844,2038446760.3248339,1843626125.400472,1647561281.5162292,1345731119.9789286,1174068905.590681,1071812197.950424,878621769.251159,786247109.7974472,681971625.4988593,618222555.7384758,526471828.93187237,767614659.1676377,570704550.3657742,482972212.22532433,393383061.22914344,243859301.07003728,219169390.3186714,319792011.4794409,284963610.4625303,261956508.06109437,232616846.65867126,235321109.79752338,135835856.26488644,133759843.5344773,130875738.52582915,135979331.4608062,78661837.83965518,76608737.50360072,84485044.44220477,80582346.80314143,80410049.5417256,80392731.09095286,74263751.19819023,82184346.29368694,75511345.9898498,78775036.23094444,80003800.01217164,77409288.97626188,73889903.88560423,77531735.11147635,76547688.55056478,128843280.08095376,103455417.46058273,132348262.11358713,96977098.83903699,166453517.17849174,170369773.29558432,166073947.79394007,158213420.3548259,156974956.49533287,195208954.1535997,200755165.76036796,176814319.3312021,194101357.76964056,168876882.77683216,138150364.2957551,197011416.4594873,163498672.93106374,159421087.25202334,149219397.53673312,155963837.7803526,155860163.7339085,158140700.5173311,158763829.34617215,146386773.4450043,144056260.34558797,78724250.92877838,137491311.67925054,142835838.76576275,233378958.34505343,205069829.07870665,242363700.90472338,311049956.4688927,198099686.59237984,215399411.82497883,253277666.39412174,149507364.16945693,137411712.47583842,123009239.88750225,90122873.56587178,99233960.15327886,110321387.6816517,272486040.83808357,277921191.1428681,230054780.53919506,311357318.41774446,136179544.20914853,231208676.2998499,262983943.34343296,255292957.49279678,194222760.31913602,226345597.0644208,172961200.35345936,140442569.30474725,125027964.14269014,119672467.89571124,126476884.37954904,136485647.53996122,269725879.91661847,257736567.3921493,227124692.3214614,172446784.76637948,101261910.91860732,172586323.83398116,99778358.0605876,144054713.0067587,92817986.73685749,95657760.1541424,104636323.56463884,34506215.28037065,56481912.66359318,72475219.21077701,83741678.20749049,123244740.29779209,90290847.9984969,144576689.28839797,147949123.4368656,152137723.37833905,137209188.94494912,213897997.03508276,169946353.0181041,183285965.15964437,234490098.45978016,178653901.24914885,150723704.53386313,143065592.29417104,148160013.25288403,207205052.19014117,178582065.71776164,187217818.0464854,113721649.2825225,251367234.98618078,227042484.29555234,162810800.33249703,153452955.71930522,135251026.9872296,162389191.93210378,129487897.94921103,96062031.99691549,74845471.04039149,131651818.9195905,341787580.848709,344156396.4942874,194125020.33108872,173094244.01939994,61608615.63209869,91095995.04282619,58128771.14718268,175397534.1971906,128915609.52974759,96242657.2540325,174009044.26464915,241835873.18566093,335786180.1875796,219777402.96278787,783474208.4828327,386944649.8866958,119287112.9636569,530893811.80056053,397293980.8228622,458023919.6991265,147246703.9743959,321024944.19924843,394895618.5018168,122412418.09768637,267234974.03642488,356981282.5612769,416603976.20627093,174204386.17732897,591800186.7870418,544481266.4880999,369881602.0137573,508313019.1591461,473122596.08922476,354861124.7756956,577368104.8268076,653038920.6898508,227321521.7243816,149443472.78817794,320753493.5815287,414894223.061619,147866547.00114602,262669716.60602802,164409950.18425328,289003153.03760916,401831295.699494,340436831.9853406,515720234.7093056,443680935.5364785,353846085.7568298,386694734.9284266,203307792.08299616,191534993.03976104,244227487.5181258,214560932.9218653,354334899.19766206,223950579.70081708,213720045.57307398,357704183.5941235,130632519.86438996,376847007.50146854,355627314.7705906,253058797.91745383,141510687.80388415,202470500.48395315,166156291.174283,349938199.20013696,356924813.6326299,359435366.5941193,249102670.04207295,284395101.5521131,213924142.78261524,220805425.7171022,359350494.96488947,681465235.2130824,715660765.9972008,291785476.3693349,477190262.09662604,576869387.0850452,273111495.17934996,426766386.6662414,244495325.13432288,108696504.84527208,61170208.80285145,14218743.159077868,9625763.332033997,8257665.076221076,5376206.624879968,3638703.104874372
