,,mean,std. dev.,Fission Density,FD std dev,Relative unc.
,,,,,,
Stripe,Region,,,,,
5B,4,0.0032241695710369038,3.8650617059777393e-07,0.9974362446755889,0.0001207488360258,0.00012105920220000923
5B,5,0.004015385867629865,5.093842788048175e-07,1.2422086718733325,0.00015897183785619753,0.0001279751473771774
6T,1,0.004071931125775896,4.625527016369721e-07,1.2597016382625816,0.0001446660539678566,0.00011484152244763639
6T,2,0.0032656462572899676,4.1271637496823694e-07,1.0102675642654388,0.0001288115758784617,0.00012750243641853435
6T,3,0.0015815662988919563,2.0400547563288444e-07,0.48927685567261586,6.364917058732583e-05,0.00013008825136399802
6T,4,0.003260200505587251,4.0026561499516535e-07,1.0085828544485023,0.00012499081877400555,0.00012392716991243234
6T,5,0.00405470611811529,4.5120513050180756e-07,1.2543728717144942,0.00014118107239310682,0.00011255112062503279
6B,1,0.004193684867854246,5.22893440967097e-07,1.29736764577185,0.00016323769759537716,0.000125822235607133
6B,2,0.0033650886388161966,4.2968270415863136e-07,1.0410312798225023,0.0001340829643528692,0.00012879820899880221
6B,3,0.0016299239508677785,2.0950917412187864e-07,0.5042368860697085,6.537016834111613e-05,0.00012964178176381764
6B,4,0.003361789129280594,4.190969837067393e-07,1.040010536239402,0.00013083475346986753,0.00012580137307354204
6B,5,0.0041817126757472825,5.293842843974591e-07,1.2936639018859895,0.00016521953723571198,0.00012771442180217282
