,,mean,std. dev.,Fission Density,FD std dev,Relative unc.
,,,,,,
Stripe,Region,,,,,
1T,1,0.0035261836256035317,2.4212214016591668e-06,1.225990414172418,0.0008485527545460694,0.000692136532828333
1T,2,0.003223126543131971,2.1052465732101248e-06,1.1206229354740844,0.0007384278356460694,0.000658944067866748
1T,3,0.003035276545983547,1.946218403720259e-06,1.0553108813501684,0.0006828721746614577,0.0006470815251973794
1T,4,0.0029632079935674165,2.130238124686229e-06,1.0302539462025169,0.0007460552391364884,0.0007241469366717052
1T,5,0.003016216331207745,1.9764127544366503e-06,1.0486839886275297,0.0006932000173876163,0.0006610189770274316
1B,1,0.0033530212631846506,2.2097870201310397e-06,1.1657849855953222,0.0007749759820045577,0.0006647675099442174
1B,2,0.0030404846219187326,2.0397313047283935e-06,1.0571216353694595,0.0007151230305677827,0.0006764813117440835
1B,3,0.002868820694410987,1.9796849426161297e-06,0.9974371855706593,0.0006937553985924803,0.0006955379332439517
1B,4,0.002817748170011225,1.9958992523415377e-06,0.9796801904762877,0.0006991586312870403,0.0007136600679321001
1B,5,0.0029135546672893857,1.921065148356693e-06,1.0129903806846485,0.0006737152961390356,0.0006650757094886651
2T,1,0.00316160431277616,2.07064665077699e-06,1.0992327661910477,0.0007262575676903682,0.0006606949774677149
2T,2,0.0028792862986269235,1.9519133657723543e-06,1.0010758872973922,0.0006842169761694632,0.0006834816269690062
2T,3,0.0027517350797130412,1.9199378240818272e-06,0.9567286302319968,0.0006727028613461895,0.0007031281808542367
2T,4,0.002743475449494883,1.915340582568175e-06,0.9538569058559478,0.0006710858337831167,0.0007035497983640584
2T,5,0.002902683101383284,1.8845715184321515e-06,1.009210533404108,0.0006610945508881295,0.0006550610888475676
2B,1,0.00306704320536182,1.851123836736744e-06,1.0663555755644063,0.0006502618032683253,0.0006097982869589736
2B,2,0.002791928290022375,1.7092665485627855e-06,0.9707030841419588,0.0006002582996216797,0.0006183747733245029
2B,3,0.002674192183379599,1.7807360122159033e-06,0.9297683644926611,0.0006243974303089946,0.0006715623526830839
2B,4,0.0026801212500550758,1.890037315363391e-06,0.9318297939815691,0.0006621192042100351,0.0007105580960025961
2B,5,0.002855062249173009,1.9143927580153504e-06,0.992653622442182,0.0006711852483121506,0.0006761525200108202
3T,1,0.0029314712424408818,1.9866145985207855e-06,1.0192196505476934,0.0006963848695347236,0.0006832529859098679
3T,2,0.002699104238998226,1.8635771093940578e-06,0.9384298366757893,0.0006530613528777715,0.0006959085563510195
3T,3,0.0026209023234743485,1.7165788120833286e-06,0.9112404418564013,0.0006020716442255722,0.0006607165535794451
