,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200,E201,E202,E203,E204,E205,E206,E207,E208,E209,E210,E211,E212,E213,E214,E215,E216,E217,E218,E219,E220,E221,E222,E223,E224,E225,E226,E227,E228,E229,E230,E231,E232,E233,E234,E235,E236,E237,E238,E239,E240,E241,E242,E243,E244,E245,E246,E247,E248,E249,E250,E251,E252
flux,59725390.17293138,1360430736.606702,1754770349.7665188,2423503101.2826257,2432744178.0872593,4444754555.513362,9543944188.28522,12306480832.716082,14890548160.21324,37667152204.9436,47887701232.25898,164590951571.92728,227053870796.73383,2590059332821.9766,1155469451272.644,2898383821908.13,3393672631618.7393,3759080423355.5693,4014167357739.8223,4182498053855.247,4271394944145.2017,4301275360935.307,10566147578142.336,9918752341440.91,8992733348368.914,7967194031437.124,6947609046797.162,5988932011336.389,5131602170024.2295,4384987281478.11,3746255504549.471,3203663840434.919,2741657984873.2803,2356185486862.1133,3798050177538.262,2895040145712.173,2268098520909.5947,1831986870716.7712,793861143497.4164,729754688005.8002,1301943179054.89,1138983821915.8318,1014411449180.3452,917702406219.4393,839535620053.7522,394751188957.08734,380060831691.42365,366526647931.14453,353930697036.4482,138239216485.2188,136186657296.65665,134087339209.7763,132321494154.71523,130786615675.07268,129010270571.06435,127582396847.12102,126149026486.27309,124769793063.762,123150781846.93098,121806003971.79463,120638196646.41711,119591069256.8166,118501882731.08327,117297962449.31429,346399305411.4894,226369036957.57874,333342547643.1088,217899080843.26056,529979026673.6535,509502303635.87274,489137157841.3849,471416710670.06604,454477913304.4574,779113897471.4258,733573939290.6838,692491933057.6417,653631001904.6187,552490238028.8127,397629905412.7429,739708715971.9388,523822801272.6453,498650903513.7025,422752631962.2849,458961105301.24945,496164352204.1577,480805858954.27826,464070454238.32526,447436842154.299,431709521686.3123,126737396777.32738,411847063389.4539,398661025400.3677,1123295096914.9011,794318938046.8943,1182090091459.4868,1699534765365.8242,765321472713.2361,954964797349.6584,1309494805637.7908,514850720313.9182,483055546488.25635,372447526371.3938,211892045123.23444,228068628171.80426,286925239206.54083,1695078596532.0085,1598109564161.699,1318747761835.8938,1959400139130.377,474471416700.4328,1122855791753.6165,1553937178559.8533,1489503259186.8357,857565736045.7632,1205327199096.4631,676233855373.8688,437771984672.7241,361518034467.9889,392178738923.8357,408542999426.2482,470459694644.75336,1564261849327.0217,1439905500103.7546,1317605053032.2925,642229020866.7491,240238060554.85013,695624075650.3215,223107010696.56842,523071051418.8742,213180763018.0248,223412568475.77173,353207942717.32495,33980062980.18278,76403088183.20912,121080511107.70589,162330412845.01706,440549194408.08136,195474344743.76022,537729338730.4167,518803618044.23486,568503351362.4655,409370719353.4746,1023750066037.2502,727437166107.6818,847934651117.513,1306375744757.4734,802517176269.9353,514997279171.9084,502407337651.9194,568481926724.7997,1031675755294.1592,872465937260.9015,831981375801.2163,335279317345.4495,1573461028930.7686,1221144444805.2146,668542050715.298,609773959390.7769,462753502527.16235,744579626296.1173,440327164994.02057,259881399559.81082,139256222314.45892,413291702145.55383,2624745620891.825,2879597866004.061,957443276331.151,751975003338.1936,95511667079.5808,231424096059.75278,86723849853.38734,766546181553.462,419953588040.7375,228710949520.4445,784991598172.7329,1465911961706.0732,2911067642109.3877,1151472003002.2693,10107428817275.732,3417972625106.1953,330078002251.03186,5761530262151.029,3349557586978.419,4688170741735.664,577254381573.8779,2645422032494.7866,3563278741468.829,399826945451.1043,1874428434358.423,3255926786647.367,3946154224400.803,751563188558.5735,6832037549100.981,6206968737316.326,3055960196954.0156,5725840891875.199,4927268257193.515,2989682433908.5244,7198132486362.435,7632521437262.721,1573180666673.0486,643259167060.9403,2670103851039.423,3738164016179.6514,518273083078.0542,1750680884963.6472,704294832967.0826,2581587859613.0615,4022180231966.3784,2718271548761.897,5010933668459.36,4270326847555.937,2911257115637.1753,3189847507222.812,858903000753.0182,817545832753.057,1270519247537.396,935457869817.0284,2256782561524.9585,859811027466.7983,952894170228.2878,2299754978481.007,290411676020.91113,2178129735253.343,1934804362122.5818,1041726622291.4274,343592955485.07166,600596491872.8241,460197739972.4225,1956339175250.602,1817711220827.7478,1827509563694.1982,821705017752.1716,1093615968002.4388,610228499536.7096,602412013414.1217,1443160572038.3416,4067995480152.773,3940862099271.2227,772827020672.6255,2007711954656.6133,2322303339974.958,524056820030.56085,852310475436.8811,267908219207.15955,62439089936.008194,18820135445.917423,1280750954.9965181,514660657.3145108,328594228.1053411,168659913.09644586,56447852.00229217
flux_err,1259059.474567329,8321159.239091644,10580792.466648562,12223017.659048056,13545186.19303234,20173232.411458522,29845210.388053976,35483479.595250025,43314867.73024413,70725010.3567166,78418572.49861944,162174308.9847461,194821536.42868528,893588694.6277086,506161976.7493857,924991882.1828991,1018088141.8170071,1056821673.5781459,1095172347.092624,1158859685.2359893,1199248333.133053,1129410620.1830208,2547505620.6654334,2353959202.399016,2087046135.2649605,1816242086.7081947,1550341536.1858487,1404296618.4519217,1200091208.5377967,1017492908.26986,900772516.8985765,813804824.8079702,725024904.6903938,628498046.7348655,861563980.0755116,767340569.747033,602274232.5173182,506730303.70107627,296477871.29361254,278780309.9218422,384463944.49050695,375716399.8707612,320815785.1175915,315222368.7023739,291428801.5529865,193080482.78775987,180744651.58148158,165391771.63692346,170488605.436052,110054218.71494599,98630800.12867855,98792553.49114552,99978604.92743169,99412007.7431248,100853333.17033686,106015985.27001508,100100131.11108735,104692832.62484491,96136720.9658724,101209080.1625872,96689966.97689915,93667922.00305618,92879334.96041173,97691791.70596254,166977916.33011532,136836777.84060115,165945685.61563337,135998491.40252283,210435865.38423648,212275269.8724616,200883803.5589662,211857573.7065381,196097360.01663846,271702007.871834,276783573.0375898,252888775.356352,238125394.84079558,221254954.09400544,180876771.0316406,275555920.5124238,210416385.84669334,188199601.49302125,183972901.19425112,192651458.96840778,198567856.5681812,206346116.4198041,185267413.20037815,182114786.06941953,192930812.0184066,96280000.63086784,182435281.0743702,178083441.84982774,319169740.3771785,248281758.27201015,334180557.4596847,430308564.9244204,247052937.16584063,282387644.68280524,337510773.7605609,192580376.73043108,194039675.8935977,158065300.69265914,117329107.70311387,122088801.37574072,143844714.29620594,400752490.01914775,385873772.0608753,334397320.22703993,427142178.77301383,198755891.61654267,307617131.0909142,375718453.1923352,349074888.4118267,253028337.67453516,330461937.6222482,223663593.417547,184922867.7352927,164297773.3685383,151249873.21106267,173459762.11712143,192326246.41595057,371943878.441475,362756620.61309713,343605052.1775335,219854249.58614108,134124024.85904902,237625986.21533158,126222631.82344551,190787348.34599093,129847886.88583626,133064251.51245342,155905387.4507342,43829642.50777654,67598637.28028017,91707656.05897929,108488407.05059747,188883696.21840593,125335874.66414075,208253747.23615736,199276314.5314364,205896638.2567186,171142673.36720133,289781592.5193658,244661576.51225746,258613021.65059793,340123175.7562065,249184432.41220552,201559766.36471483,182392884.60150084,214876018.97035834,282618766.1433704,268656188.0211667,248685077.08718696,156362278.2700602,368765824.4082673,315658002.6549106,231434480.5263287,212866217.5157424,176926508.84387764,245145648.45067972,175721201.8381466,133968006.9179215,101652735.57363941,172580617.21709073,507033358.1635248,519175788.06343144,300252220.4577946,227027186.84387034,77024076.27909291,121604329.43585944,79824580.3392766,251251071.8049,183206080.6530816,124711742.19661064,255085286.60638556,341681604.82494307,509858392.31242746,308983768.18556136,1329888054.6449156,584282479.6082869,163040827.3883283,850500884.4611475,573939915.3306663,694719387.2778442,213153309.3751361,468143296.8249869,589924825.7052511,173844355.45394528,402150671.0166532,566235107.2474649,670676160.4659472,238511953.39418548,960844315.551495,914860247.3366901,552308571.5263174,830583574.9111614,748533677.1918739,524731746.2895123,1009750516.9997457,1060863858.9669366,339005057.8345691,210001048.17487988,508218195.7781545,655778372.8417958,212273579.65233237,393486213.5006758,228520228.32408646,444120798.57257694,634968168.2224687,522596568.94768375,819082574.9910582,711529286.1778121,527964446.6933983,574560883.011018,283056609.2241958,257810685.3708758,353698918.8952688,308134751.2230316,514022623.3750111,304899168.074495,320308993.50701994,508304238.66390634,175754375.46189344,509389622.3432674,501549140.609485,358530958.5361108,207967028.09530222,263185150.28274903,221202999.28052172,503523388.0073265,522253707.01627403,519511411.4721375,334447809.1738669,380465010.0408035,290291469.0135266,308311759.1865584,486540311.7816987,974902110.3364909,1054948903.8529451,400082328.0102486,695382059.171383,815131001.9483473,352869767.7712668,590665633.1080759,359380821.82988244,145311217.56054702,84216442.9807807,19823408.379132606,12509393.987377776,10078015.091145596,7317793.595742468,5066647.081245589
