,,mean,std. dev.,Fission Density,FD std dev,Relative unc.
,,,,,,
Stripe,Region,,,,,
3T,4,0.0020743582555482723,1.3957075636425072e-06,0.8827773144329947,0.0005985133446937732,0.0006779890408468376
3T,5,0.0020548104291934237,1.389709035196453e-06,0.8744584150305504,0.0005958947112948257,0.0006814443100464729
3B,1,0.002490072669806792,1.6220669608369887e-06,1.0596914290555068,0.0006959336513568116,0.0006567323583782223
3B,2,0.0023157556720790474,1.5017618515996724e-06,0.9855079601669816,0.000644364637344459,0.0006538401143256923
3B,3,0.002202922049609098,1.469656567536673e-06,0.9374897540758446,0.0006303063036248794,0.0006723340717960385
3B,4,0.002152458740116422,1.4921145659765888e-06,0.916014261733963,0.0006395744538447776,0.0006982145153876747
3B,5,0.0021864251840071243,1.4943105232853813e-06,0.930469241262438,0.0006406472528570681,0.0006885206135216823
4T,1,0.0024638439019511764,1.51796869931879e-06,1.0485293449812942,0.000651890420696372,0.0006217188138954773
4T,2,0.002309837460024631,1.5052193954918961e-06,0.9829893675710938,0.0006457973489091562,0.0006569728729669596
4T,3,0.0022218588591057754,1.4438618214069076e-06,0.9455486251925831,0.0006195004579702391,0.0006551756741691242
4T,4,0.00219923063631211,1.4429803102903501e-06,0.9359188123602267,0.0006190265555130296,0.0006614105276417629
4T,5,0.00227522706792076,1.5205833675163623e-06,0.9682603452765082,0.0006521300518579268,0.0006735069292460765
4B,1,0.002474375388175075,1.4912387755718323e-06,1.0530111923675183,0.0006406708730287512,0.0006084179139523775
4B,2,0.0023449544380614883,1.5463489787469286e-06,0.997933975851492,0.000663318072563695,0.000664691340925351
4B,3,0.002284018955778981,1.454457790652157e-06,0.9720018779319776,0.0006242560683130941,0.0006422375125871728
4B,4,0.002295839341528178,1.4636810385728138e-06,0.977032237735704,0.0006282024313654581,0.0006429700137851465
4B,5,0.00240866523760445,1.5131512980686007e-06,1.0250471557327798,0.0006495981719489566,0.0006337251591948233
5T,1,0.002469715266671526,1.567856772129976e-06,1.0510280009227275,0.0006729623105572989,0.0006402896116625685
5T,2,0.0023604982271221743,1.4559497713618738e-06,1.004548891248292,0.0006252436783889706,0.0006224123921056925
5T,3,0.002321001934140968,1.5062752027500611e-06,0.9877405933784564,0.0006462934351909028,0.0006543149481994338
5T,4,0.0023582039749568675,1.5153843930259363e-06,1.0035725344595336,0.0006503072363567643,0.0006479922616724284
5T,5,0.002501035483688931,1.5523799961083027e-06,1.0643568350294355,0.0006665797667007446,0.0006262747085964924
5B,1,0.0025082450411245687,1.5453595181962952e-06,1.0674249809170901,0.0006636531120680561,0.0006217327905309758
5B,2,0.002419320817879392,1.6063418453325073e-06,1.0295818133859016,0.0006889787229408901,0.0006691830741212319
5B,3,0.0024072159159834318,1.5177229995545266e-06,1.0244303730507478,0.0006515201083036454,0.0006359828109775994
5B,4,0.002466618848373554,1.5736731810407026e-06,1.0497102691268172,0.0006754023030960219,0.0006434178296244003
5B,5,0.0026220319987017714,1.610459441826777e-06,1.1158488944618383,0.0006916489616998646,0.0006198410601405303
6T,1,0.0025206199589269795,1.6237826734724379e-06,1.0726913309676285,0.0006967963100211318,0.0006495776463417318
6T,2,0.0024508867845009163,1.4866400135472263e-06,1.0430152302834401,0.0006386182042985246,0.0006122808044950404
6T,3,0.0024581539133574776,1.5480300501289478e-06,1.0461078766373064,0.0006645435234403761,0.0006352533407706846
6T,4,0.002533899653681172,1.6038330744931635e-06,1.0783427237491023,0.0006884390145234478,0.0006384232019760229
6T,5,0.0027090646608098935,1.6493197184904289e-06,1.1528870770025177,0.000708452415611645,0.0006145028682718922
6B,1,0.0025840794390041733,1.5856600439582316e-06,1.0996975577117414,0.0006810098731048312,0.0006192701514422578
6B,2,0.002547436539759144,1.5802201314749964e-06,1.0841035685336204,0.0006785414225420644,0.0006259009214957873
6B,3,0.002574847753245888,1.5943906366519562e-06,1.0957688618176782,0.0006846478174786409,0.0006248104334183549
6B,4,0.0026683897323340833,1.624774611312275e-06,1.1355771913891768,0.0006979075278413708,0.0006145839605915341
6B,5,0.002833565900830145,1.781036188681921e-06,1.2058706298746835,0.0007645944473196886,0.0006340600959815621
