,,mean,std. dev.,Fission Density,FD std dev,Relative unc.
3T,4,0.00235977303570309,1.4976611476040523e-06,0.9433567934273805,0.0006035453650945041,0.0006397848293451283
3T,5,0.002473491317030712,1.6154619618577003e-06,0.9888174846058163,0.0006507290032263106,0.0006580880833490906
3B,1,0.002522174545904486,1.5364227634298272e-06,1.0082793794529923,0.0006195877519567552,0.0006145000726811367
3B,2,0.0023758910260863767,1.4283122174572941e-06,0.9498002163729014,0.0005761237022119563,0.000606573563872262
3B,3,0.002323416487032025,1.3950348136774173e-06,0.9288226849959721,0.000562713332454968,0.0006058350442392653
3B,4,0.002353500107355786,1.5250407144559111e-06,0.9408490905756317,0.0006143796175576926,0.0006530054859082682
3B,5,0.002483151857618541,1.5988120210529969e-06,0.9926794393166406,0.0006441625643197576,0.0006489129711029357
4T,1,0.0024871601796692734,1.5360500721742405e-06,0.9942818297921621,0.0006192923533813345,0.0006228539382146682
4T,2,0.0023589953784681717,1.4741375919778734e-06,0.9430459125823082,0.0005942146956604159,0.0006301015546881483
4T,3,0.0023241350416495225,1.506884260410252e-06,0.9291099386299484,0.000607059713692071,0.0006533776988622382
4T,4,0.0023728895023417806,1.442958157788067e-06,0.94860030952921,0.0005819142302235773,0.0006134451194859731
4T,5,0.00252056334777071,1.6267225437897515e-06,1.00763527737959,0.0006553838891182081,0.0006504177690389814
4B,1,0.0024790967284074837,1.5688223899005721e-06,0.9910583369345053,0.0006322521762192611,0.0006379565689088632
4B,2,0.0023614768943190576,1.43298930287681e-06,0.9440379380019196,0.0005779152121942207,0.000612173715621422
4B,3,0.00234038531349486,1.5318615300047918e-06,0.9356062431933121,0.0006170334566970242,0.000659501217724917
4B,4,0.0024009262089230566,1.597572836338828e-06,0.959808428792636,0.0006433455416203731,0.0006702853635382756
4B,5,0.002561319833257572,1.7167254147286293e-06,1.0239283305158635,0.0006912560615554413,0.000675101997819692
5T,1,0.002463973785798285,1.5719197525288791e-06,0.9850127001587848,0.0006334188957955175,0.0006430565775379443
5T,2,0.0023656979253902323,1.4746957884834835e-06,0.9457253622906179,0.0005944637872550449,0.0006285797240492832
5T,3,0.002359697359871091,1.403721610819201e-06,0.9433265408102285,0.0005663116948180578,0.0006003347412780833
5T,4,0.0024392403182403395,1.5209820289830177e-06,0.9751251032192547,0.0006131192618180137,0.0006287595917630225
5T,5,0.002618567688943482,1.5747151906764703e-06,1.046814071116066,0.0006351731011024604,0.0006067678288134467
5B,1,0.002486930234419591,1.619101308207358e-06,0.9941899055222758,0.0006522262193503593,0.0006560378613055084
5B,2,0.0024042125900329554,1.4411139000276612e-06,0.9611222118975822,0.0005813176580524742,0.0006048321960063283
5B,3,0.0024178237088647637,1.5122228241958525e-06,0.9665634730790026,0.0006095578239326903,0.0006306443817817103
5B,4,0.0025058597896984182,1.492895380235943e-06,1.0017572962410701,0.0006022713452359578,0.0006012148326704304
5B,5,0.002690457665644464,1.5815117973686835e-06,1.0755532324142631,0.000638178064566017,0.0005933486556806837
6T,1,0.0024926644476283085,1.5493486539326793e-06,0.9964822484313441,0.0006245870298355487,0.0006267919281239275
6T,2,0.0024356125269810337,1.4674258639723246e-06,0.9736748359783703,0.0005918776222180883,0.0006078801673285069
6T,3,0.002464352098860236,1.5041123691568313e-06,0.9851639368208003,0.0006065377671548561,0.000615671914577182
6T,4,0.002568564399776167,1.589952237828366e-06,1.0268244611764619,0.0006409996167330368,0.0006242543306755912
6T,5,0.0027656539873397086,1.680727589331748e-06,1.1056141576976237,0.0006778090637804556,0.0006130611290216769
6B,1,0.002559102517164073,1.6075743215928904e-06,1.0230419231502692,0.0006479466659251788,0.000633352994889932
6B,2,0.0025329497174556835,1.6188955739378057e-06,1.0125869256150066,0.0006523293310044921,0.0006442205745529375
6B,3,0.002580756709899882,1.585325635219646e-06,1.0316985310165527,0.000639216887675213,0.0006195772005659251
6B,4,0.002694344216896216,1.7099647151440544e-06,1.0771069430766327,0.0006891022250317543,0.0006397714075293329
6B,5,0.0028852595645268157,1.6718648558845115e-06,1.1534283890089172,0.0006748196967886615,0.0005850555641070184
