,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200,E201,E202,E203,E204,E205,E206,E207,E208,E209,E210,E211,E212,E213,E214,E215,E216,E217,E218,E219,E220,E221,E222,E223,E224,E225,E226,E227,E228,E229,E230,E231,E232,E233,E234,E235,E236,E237,E238,E239,E240,E241,E242,E243,E244,E245,E246,E247,E248,E249,E250,E251,E252
flux,51808767.48,1246586905,1613815941,2249659527,2255495212,4147121624,8912985948,11418641286,13884306035,35074862252,44709312512,1.5266E+11,2.08869E+11,2.3437E+12,1.03051E+12,2.5711E+12,2.98201E+12,3.28416E+12,3.4941E+12,3.62815E+12,3.69871E+12,3.71798E+12,9.12542E+12,8.56334E+12,7.7793E+12,6.9153E+12,6.0566E+12,5.25209E+12,4.52721E+12,3.89311E+12,3.34951E+12,2.88667E+12,2.49558E+12,2.16539E+12,3.54547E+12,2.76531E+12,2.21939E+12,1.83448E+12,8.08434E+11,7.4974E+11,1.35439E+12,1.20005E+12,1.08049E+12,9.85205E+11,9.06713E+11,4.28074E+11,4.12887E+11,3.98526E+11,3.85061E+11,1.50342E+11,1.48268E+11,1.46291E+11,1.44432E+11,1.4255E+11,1.408E+11,1.39162E+11,1.37508E+11,1.36089E+11,1.34639E+11,1.33257E+11,1.32016E+11,1.30859E+11,1.29705E+11,1.28651E+11,3.80396E+11,2.49163E+11,3.66981E+11,2.40225E+11,5.84132E+11,5.61233E+11,5.39506E+11,5.19053E+11,4.99702E+11,8.54979E+11,8.03426E+11,7.57242E+11,7.16448E+11,6.06397E+11,4.36988E+11,8.32415E+11,5.91482E+11,5.6288E+11,4.76963E+11,5.17325E+11,5.6017E+11,5.44845E+11,5.2634E+11,5.07947E+11,4.90418E+11,1.43813E+11,4.68757E+11,4.52689E+11,1.27555E+12,9.04481E+11,1.34718E+12,1.9427E+12,8.74701E+11,1.09223E+12,1.49749E+12,5.89398E+11,5.52425E+11,4.16404E+11,2.4014E+11,2.62012E+11,3.30167E+11,1.95306E+12,1.84468E+12,1.52678E+12,2.2699E+12,5.48564E+11,1.30088E+12,1.80411E+12,1.72904E+12,9.96392E+11,1.40057E+12,7.86128E+11,5.09604E+11,4.21415E+11,4.48304E+11,4.76212E+11,5.48924E+11,1.825E+12,1.68472E+12,1.53938E+12,7.50133E+11,2.80822E+11,8.14071E+11,2.61049E+11,6.11912E+11,2.49396E+11,2.6292E+11,4.07469E+11,39157634040,88954019140,1.41573E+11,1.90137E+11,5.16677E+11,2.28996E+11,6.30523E+11,6.08103E+11,6.66515E+11,4.7916E+11,1.20115E+12,8.54442E+11,9.95949E+11,1.53633E+12,9.44331E+11,6.06452E+11,5.92067E+11,6.66512E+11,1.21502E+12,1.029E+12,9.81054E+11,3.94671E+11,1.85665E+12,1.44101E+12,7.89837E+11,7.17401E+11,5.46629E+11,8.79957E+11,5.20653E+11,3.05058E+11,1.646E+11,4.88598E+11,3.10193E+12,3.40771E+12,1.13269E+12,8.92543E+11,1.13787E+11,2.70908E+11,1.02631E+11,9.07991E+11,4.97911E+11,2.69592E+11,9.30197E+11,1.73776E+12,3.45222E+12,1.36517E+12,1.19989E+13,4.0633E+12,3.91986E+11,6.85623E+12,3.9871E+12,5.58443E+12,6.87389E+11,3.15198E+12,4.24751E+12,4.76726E+11,2.23575E+12,3.88351E+12,4.70668E+12,8.96439E+11,8.15323E+12,7.41128E+12,3.6496E+12,6.83923E+12,5.87992E+12,3.5683E+12,8.66258E+12,9.093E+12,1.97972E+12,7.97752E+11,3.19243E+12,4.45599E+12,6.16299E+11,2.08316E+12,8.45433E+11,3.2642E+12,5.0778E+12,3.36673E+12,6.30282E+12,5.68751E+12,3.9138E+12,4.19385E+12,1.11812E+12,1.06503E+12,1.62354E+12,1.18081E+12,2.86858E+12,1.08518E+12,1.20955E+12,2.92771E+12,3.66886E+11,2.75521E+12,2.46973E+12,1.33892E+12,4.42665E+11,7.7584E+11,5.97944E+11,2.54708E+12,2.37282E+12,2.40965E+12,1.09749E+12,1.46446E+12,8.15378E+11,8.03156E+11,1.93066E+12,5.49995E+12,5.38359E+12,1.06529E+12,2.7827E+12,3.35705E+12,8.19006E+11,1.40031E+12,4.74274E+11,1.17555E+11,37956095159,2773505210,1170588197,775923746.4,405041467.2,135808935.1
flux_err,1135396.644,6102551.97,6503238.711,8491306.342,7868118.472,11800966.49,18346015.18,21903269.25,23581661.89,38026575.03,45585621.48,87422196.86,103372232,446859411,253642791.4,508371192.7,512086908.7,558486328,568697093.8,592067330.1,641172826.5,631544798.7,1253577092,1126978038,1063198044,889862899.3,842970299.6,748767984.3,658701745.5,598390906.7,532857282.9,489138471.2,434096802.2,408497531,555598288.2,466289830.6,392557299.4,358550279.8,227724064.2,215365417.4,299097120.9,276910459,244356035.4,259599141.2,232860876.4,149147309.4,153167194.6,145062466.7,142745362.6,92535937.12,90169004.12,85950105.22,90828987.1,86307882.92,90061840.97,86822525.64,85210238.72,88447684.02,83861773.23,84374847.42,83964819.57,82073128.21,81169737.46,77949179.94,136605427.1,119717397.6,142940910.1,114432447.2,184736501.5,179467528.4,177781320.6,176303041.2,164382732.5,233638368.2,220206559.4,218518906.4,208551613.7,179533589.7,152755510.6,237537349.2,180250074,178158994.1,162006881.8,171949233.7,183490664.3,178453030.5,167877930.3,167196858.8,172053295.1,85883360.92,168193521.6,160318738,269901348.2,243821793.2,349018170.8,353633429.6,220848135.6,256335763.7,284123537.8,184183991.9,173121092.5,201362362.3,119551627.3,123553012.7,135927421.7,485471144.2,424315693.1,350820875.1,389600582.1,172268153.2,333739157.5,347976348.7,378962616.7,245276619.6,359268366.7,286700060.4,224868706.7,153762505.3,172317304.8,217359928.3,175389486.6,356480094,329919010.2,380171265.3,244846829.2,163160493.5,288711840.7,112458088.2,208615952.1,121521209.9,124245086.8,175063674.3,39369439.79,62574575.17,84123521.48,97713224.44,180315405.9,112368838.5,186071662.7,183630269.2,196018930.9,163033160.2,291538342.2,235911548.5,262902592.4,373135744.3,229415477.6,190156000.5,187255453.5,190700689.4,358936107.2,274418292.2,273656384.8,152259284.8,378806612.8,317777576.1,252487414.8,221637306,184091030.2,235501173.3,193768703.5,139379000.6,96216278.3,209033576.8,530051432.2,499358358.2,296134803,258462671.9,71860895.42,134054600.7,76690750.98,249478539.3,184112225.1,165042949.5,254313056.2,367378007.9,541051887.1,313584672.8,1004745382,560398590.1,147086219,718324486.2,534490049.1,641139891,201537495.9,434357500.3,529603304.9,170533674.9,360681161,478511135,509400008.9,229521195.4,748489120.8,686160207.2,478196361.5,659594340.4,594130664.9,450432031.1,719606178.9,768059026.1,326053867.7,203819451.4,437854128.4,499542659.7,177630415.7,342913617.6,220950216.3,434430595.3,530003359.1,418539177.7,648201918.9,556694069.4,515386290.1,525986231,267055426.8,240985372.1,299394635.6,259822224.9,437978586.5,263399073.6,275387762.5,429394298.9,152044420.5,436806629.4,410858720.3,303503501.2,179246354.4,241173524.1,214098208.2,454537494.4,409306749.7,422227162.3,288781089,353303159,261551082.2,256085981.1,389447189.1,758668401.6,792293847.5,342438096.8,592639849.1,696892471.4,335122307.1,560249139.8,350571173.5,164504338.1,93507721,26611097.18,16942078.67,13643278.4,10815784.75,6422821.359
