,flux,flux_err,relative_err_p,flux_bu_0.1,flux_err_bu_0.1,relative_err_p_bu_0.1,flux_bu_0.5,flux_err_bu_0.5,relative_err_p_bu_0.5,flux_bu_1,flux_err_bu_1,relative_err_p_bu_1,flux_bu_2,flux_err_bu_2,relative_err_p_bu_2,flux_bu_4,flux_err_bu_4,relative_err_p_bu_4,flux_bu_6,flux_err_bu_6,relative_err_p_bu_6,flux_bu_8,flux_err_bu_8,relative_err_p_bu_8,flux_bu_10,flux_err_bu_10,relative_err_p_bu_10,flux_bu_14,flux_err_bu_14,relative_err_p_bu_14,flux_bu_18,flux_err_bu_18,relative_err_p_bu_18,flux_bu_22,flux_err_bu_22,relative_err_p_bu_22,flux_bu_26,flux_err_bu_26,relative_err_p_bu_26,flux_bu_30,flux_err_bu_30,relative_err_p_bu_30,flux_bu_40,flux_err_bu_40,relative_err_p_bu_40,flux_bu_50,flux_err_bu_50,relative_err_p_bu_50,flux_bu_60,flux_err_bu_60,relative_err_p_bu_60,flux_bu_70,flux_err_bu_70,relative_err_p_bu_70
E1,66979498730353.84,44547907491.790985,0.0006650976543006394,68568346961583.71,42504687527.0273,0.0006198878842863325,69616228723571.46,39548991538.82444,0.0005681001723874407,69789491893996.02,42049876426.92492,0.0006025244673051196,70177774402980.81,41248464070.583015,0.0005877710489039245,70617782517845.56,44912721593.32882,0.0006359973365345916,70975192508871.55,42425050844.23398,0.0005977447801769762,71358705492803.31,46508638816.30018,0.0006517584434178207,71734146625639.36,39586792089.64818,0.0005518542277534948,72456695471300.78,49343314806.893326,0.0006810042120460436,73121273445724.86,44439802609.8898,0.0006077547684242093,73779044462208.25,46023589472.122734,0.0006238030027035298,74456175849261.97,41938197339.377716,0.0005632601575493543,75288425427537.19,49641313187.31773,0.0006593485373803704,77653283685893.53,47672078220.557816,0.000613909366838764,80373248151348.25,51332202040.08599,0.0006386727327906916,83261012456152.77,52523500177.63221,0.0006308294678171531,86163550811504.8,59288134442.61611,0.0006880883376349875
E2,159747711910224.06,71976857892.12755,0.000450565814254526,163453303598594.62,81253907642.59778,0.000497107772395592,165997839064424.88,86158369053.22708,0.0005190330762064224,166500898835783.12,77728619770.09906,0.0004668360370039889,167326505930350.66,72460823901.83676,0.00043305048114731116,168345829754943.47,75845498162.38226,0.00045053386990808467,169218852934452.5,76071365694.35841,0.0004495442698918714,170133884650433.03,77743581604.92566,0.0004569553076664424,171060075383014.06,76676916549.66666,0.0004482455440171081,172908056268170.38,82242471626.47516,0.00047564279768966836,174674458232975.3,84692584409.90742,0.0004848595797385964,176517399645896.9,85251073864.43097,0.00048296130599844014,178439022127433.22,79616495518.12198,0.00044618320908115837,180729715435259.44,85233110210.76672,0.0004716054026062953,187392555190932.62,82993138734.57324,0.0004428838629689012,195169819406890.4,89539702936.59468,0.0004587784279798002,203490803453817.9,94511916747.09544,0.00046445301282888117,211903446934410.84,100014637749.58687,0.000471982118254753
E3,126193660929201.48,104246348653.23492,0.0008260822919759838,126886084106659.7,110018717295.20517,0.0008670668503153116,127517504017731.06,106811668673.20728,0.0008376235834913718,127646018726834.52,106301239002.78656,0.000832781469121052,127388961236452.0,101840137625.0129,0.0007994424056569795,126390176622693.08,108663364578.20676,0.0008597453337105038,125748421393773.88,100259169922.6274,0.0007972996305748572,125417792754845.05,111545131687.0008,0.000889388413213736,125305561285605.23,98805786024.23033,0.0007885187617413503,125462101669635.92,106573551831.81377,0.0008494481633381282,126181411446983.48,125511364719.99492,0.0009946898142974882,127181818379887.92,120530768572.27333,0.0009477043975912649,128521883276141.48,101395868715.79663,0.000788938553739817,130228405058346.05,122207287775.4993,0.0009384073138325463,135516727794296.5,116306950094.36967,0.0008582479225067647,142084864331152.4,122336597209.48007,0.0008610107613176468,149803449889340.16,153920863023.09756,0.0010274854359949583,158882376483643.0,143477392312.90686,0.0009030415801193526
