,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200,E201,E202,E203,E204,E205,E206,E207,E208,E209,E210,E211,E212,E213,E214,E215,E216,E217,E218,E219,E220,E221,E222,E223,E224,E225,E226,E227,E228,E229,E230,E231,E232,E233,E234,E235,E236,E237,E238,E239,E240,E241,E242,E243,E244,E245,E246,E247,E248,E249,E250,E251,E252
flux,72704227.27993071,1720898868.4085002,2283333587.2114873,3185275740.492825,3204383315.752242,5767005473.903001,12433578523.79219,15987359780.849436,19297256314.385506,49227029128.118935,62328779341.644714,212610739623.9623,290098508177.113,3229016685358.4966,1410962733341.2607,3501735989180.0127,4038103297725.6553,4424726092213.109,4683676123997.834,4843304352343.994,4915934268514.332,4932587740476.357,12047706492694.912,11241054516781.084,10183277593617.713,9024537401406.031,7874536881698.759,6787136736516.244,5793637749775.009,4929986624317.788,4205483859947.843,3596155368765.6616,3075964371036.647,2634018156348.795,4221257417486.0605,3198984814337.621,2506531476971.6426,2030127458278.8652,882396812297.2444,812079537267.0214,1459186109235.8752,1283235917219.1565,1148704928125.1506,1043903952039.1376,956467976658.3105,451112823565.03424,432591962535.68585,415739395270.84125,393572313814.47174,150845287566.28912,146715610668.2036,142547711788.20975,138723346030.68243,136010205799.3703,134674611374.56265,133499230053.04965,133172068925.67691,134185478231.16939,135730472860.23898,136549941776.29266,137039257109.13666,138123227822.36194,138099485358.73233,137644866212.07187,411355393015.65106,271014816572.13403,402252708489.11865,264477618949.44757,650337306582.72,631489992233.5085,611257704917.4255,591356113306.0122,570341540475.0245,976473796628.1813,917664287205.3776,863496669518.403,815317230901.6536,688598764418.7184,491964335542.9669,932870754755.9945,675170056070.1879,649794496336.673,554610279277.4205,601025060190.8876,644863837606.8947,619505220876.7062,595092800221.6879,567847138589.2615,540843917275.5439,156914031432.6316,509198781292.74634,488539089592.76117,1400940749081.275,978922735200.5613,1615210299919.6836,2420565254663.3276,1011709072412.4039,1263795982865.99,1762852165000.522,696473603344.5566,637388156083.5146,517410959204.02435,301968813426.9696,318810693799.08795,382389785610.3743,2407448049582.5884,1990853041259.9985,1676659902913.1606,2691217042224.1235,628750868559.9045,1399668325703.026,2003436148546.7686,2040599668820.7578,1109850406750.4546,1595874308107.7065,812380999716.5737,524108582135.88776,436663336174.31903,467513469171.81635,498475004521.21686,653022018814.6593,1946227965121.767,1836569326033.8591,1700229653440.8013,830941210618.6932,307675569480.7801,851906733136.2122,270720238989.99994,632876417046.6187,257777053517.4282,269717879097.96317,424963562481.8977,40977580791.81734,93255485147.46867,148862267169.15573,200210215979.79446,539631262701.7956,238201547830.5324,670922717229.4175,650018836963.6537,690971174794.9564,503300090257.9556,1305252256920.2366,915317106048.0804,1018286766013.1226,1591408342135.8333,1039644962881.595,670333445050.8599,634071775974.3473,771783224095.0067,1250825672540.9434,1124365931030.6963,1024007054619.6016,429969559282.4179,2008604035846.93,1503329262105.1252,850495465265.9974,742868792331.1901,571679344121.1305,898232831447.1498,535731148666.5131,323666040820.4128,173294076420.25275,512283709360.7031,3220054065164.7744,3521233530788.417,1150394545640.768,922093187080.9734,119145694120.09035,279728081196.59985,103267774220.55804,958886930078.6984,539952777950.2636,275583169489.6739,958225702843.4268,1755177416787.0088,3564364501779.664,1410439644452.7378,12266741548555.812,4097201571866.09,391298552830.9162,6871041366866.77,4044974066838.795,5583025495809.256,691642653672.9546,3146878931261.6294,4239439415473.335,470094920406.4144,2226250612174.261,3869705790919.438,4670011274919.341,890603008904.2577,8050889435134.971,7307740457304.179,3598915699634.727,6732701011365.671,5781908968173.856,3506779650446.505,8497928753504.828,8947675264642.45,1933793487621.7117,777562764611.5664,3138902208719.242,4390326281620.3203,608408047865.9187,2055244001046.3628,832648754332.576,3186554385809.068,4956398745505.771,3303136476741.5376,6175975235018.488,5533199862862.208,3819339842828.366,4119521887248.5522,1103573662567.6929,1052655312745.4915,1615605261661.702,1179498902723.0217,2868750103072.176,1091196019064.346,1218501608079.3281,2958645554023.989,372397447827.4381,2800688459545.4165,2510610112883.1333,1359239212513.0847,448275362988.5686,787743793859.0447,604928525927.6448,2574212213309.661,2391660440222.325,2417435352001.8154,1100324413040.4272,1457288929434.0535,801682917479.5448,786612265403.6959,1869648642178.7656,5305440239221.713,5209231630938.309,1032852733095.9419,2712351685128.8887,3318835818178.9077,823548539117.2391,1431160120768.8972,499660626616.2887,130645993333.12396,45287138039.078255,3753631644.2912006,1587347573.4683926,1089042300.4703412,640539876.657282,200435008.62677923
flux_err,12768173.690622926,60971512.92376045,81937677.0348155,101613857.789036,100232753.94642024,110568313.37527853,203776951.099586,229589698.1219895,256378379.32917556,410329947.6279193,441002442.7695186,1038158480.677792,1160729387.1210074,5119620730.719801,2911935129.249621,5357590538.380221,6593063405.629942,6686710961.828074,6760018850.073932,6885626333.573393,7174881523.386347,6713196809.331049,13595435305.240545,13590761050.62863,12079734801.244091,11288416027.186073,9818215389.695744,8786872632.889051,7701176882.406662,6552301551.120992,6463355339.426802,5801498399.556345,5704827028.660922,4666189888.18417,6153155498.592484,5056944699.617146,4276056833.996397,3603167386.464531,2264181420.984289,2376593357.837425,2988980558.9907494,3200164243.429147,2360752319.3128138,2478143236.8672757,2028867541.901577,1427111402.5117884,1586606549.127235,1406504561.9617217,1262925810.666468,857700588.8069972,934850549.6909531,844299495.7476754,791469240.8648906,731775699.3396997,652416735.6156577,642801089.4740664,705275320.7389466,740374898.1369584,731946482.8354913,836826240.789745,726379054.16971,842359853.6188029,722719474.6428527,832704394.8733423,1226338800.9449017,1054710006.4886167,1476057366.8779078,1156787970.1533618,1731223661.0955207,1747929856.772842,1628414811.404982,1761978184.3720846,1811235640.8415732,2158489301.2005854,2246791828.760543,2270766943.752319,2035187093.243275,1742967928.2230072,1766793849.4085064,1939171525.6248837,1842454520.7925699,1666363518.3276103,1718507309.7029903,1794810161.2352865,1671078421.3087192,1633929724.2745554,1724253351.8917043,1651684248.5518706,1555519910.284946,917550877.9090729,1739810679.3570392,1731775095.6043375,2775808694.630969,2131746631.125896,3190771810.6784277,3787397425.6651635,2421949770.2746744,2704287884.5990562,3280010605.2642922,1974106133.2357385,1751820740.6024852,1727883262.729277,1231909735.7956624,1390260269.6631951,1482565469.2114382,3854210369.9274745,3676157538.1724896,2764793050.99299,4476094115.584615,1783501486.793568,3112639354.569321,2969866023.0945,3601861326.626052,2511669447.4029255,3069375808.8023305,2834025222.816835,1956396274.0352087,1266434771.297914,1500950601.3045645,1782010138.455091,2150954625.3146257,3384578813.067529,3563148411.87503,3379883543.8775477,2311868578.2665076,1287108538.3224163,2600794737.5026407,1055239678.2902889,1747599797.0317583,1106909022.2100708,1190639427.2709987,1547581787.519541,362586531.9986601,584844277.4122578,771554599.7113848,1051023816.9677057,1532098509.1101077,1050963833.9694213,1750872647.7304518,1782496115.080502,1867307225.365712,1508927666.3628352,2992687586.65709,2012437174.1473393,2240976438.624728,2910861907.812597,2310115083.0986214,1858260020.7623918,1684733882.061185,2340355801.668836,3159485859.4047213,2838709982.6565146,2419351276.0723724,1452826138.3658333,3662144733.4931626,2948676996.2197084,2328179117.3817472,1877414287.8046176,1730337488.5285456,2446359676.706027,1748005850.7631378,1407976426.0061135,898320328.012356,1976707929.5731843,4173564148.717456,4612590343.460345,2911840389.1152472,2425056536.8354025,649197364.1292936,1223388602.003285,642165027.2831484,2151764286.0154853,1825357578.8966918,1377273600.0349913,2220903339.417485,3030947988.119578,4779274883.375271,3117901459.0453887,9188285077.381905,4544096771.937939,1482840118.0168784,5925307190.108397,4538650527.829284,5712588078.833775,1757879833.8888981,3773560015.429931,4489782865.943463,1541346153.6948237,3663990700.749155,4294079737.7048054,4893810951.946317,1945046322.2867634,6751503484.469326,6111136754.666431,4215785932.2431326,5637938737.674998,5445532647.980865,3910635819.8406806,6764585440.546706,7029934513.805665,2751307830.1732345,1850113981.7515662,3632521095.588315,4415103562.394491,1862396767.3901255,3016889000.504743,2089160794.5316522,3607633982.149057,4893947868.654865,3870515903.0160913,6091662044.997046,5537057245.097406,5117161554.33275,5083449576.065445,2462072510.2862062,2423268631.538216,2936663507.132764,2506134199.965214,3561730075.778579,2466132979.536881,2679160199.8784885,3743300355.948071,1405528908.2124262,3892564732.712909,3540262673.354958,2776325272.6314263,1765978988.4804723,2126976728.5662494,1948601999.3193874,3730964855.941757,4054038307.943415,3452929007.3688273,2865988925.314141,3335204314.597017,2235493261.5032625,2304480356.206763,4058788845.046834,7340631167.398488,6968129308.3517685,3150307394.0109873,5227593352.922199,6090005769.417989,3306681029.7635684,4964169257.741163,2855715106.8647904,1719360339.7907503,983948007.1869681,304813692.97920495,173866117.92868322,160427820.0327402,95703445.17050648,57265697.39119388
