,0.0,0.1,0.5,1.0,2.0,4.0,6.0,8.0,10.0,14.0,18.0,22.0,26.0,30.0,40.0,50.0,60.0,70.0
Eu151,3.591571567709083e+44,3.4704946279459317e+44,3.3233337777364118e+44,3.0446197596345026e+44,2.5487256289376234e+44,2.120712185198487e+44,1.7509512534193352e+44,1.432139494811635e+44,1.1584632113192156e+44,7.317488243957344e+43,4.385438810884985e+43,2.4913816178217323e+43,1.3484059212003392e+43,7.0029039169197e+42,1.1829767136875294e+42,1.7080026460158214e+41,2.1469986407548753e+40,8.292668003764895e-08
Eu153,3.952323311973535e+44,3.940486364605994e+44,3.929775282522979e+44,3.921305573119528e+44,3.9465512234548465e+44,4.01282268219162e+44,4.107778827555132e+44,4.2218662245111825e+44,4.3483862357240164e+44,4.613267355634597e+44,4.862998752411565e+44,5.070553852069081e+44,5.2155683827853534e+44,5.289828257001908e+44,5.1770507811554624e+44,4.7680247823335355e+44,4.237960422916878e+44,0.008575251300771329
