,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127,E128,E129,E130,E131,E132,E133,E134,E135,E136,E137,E138,E139,E140,E141,E142,E143,E144,E145,E146,E147,E148,E149,E150,E151,E152,E153,E154,E155,E156,E157,E158,E159,E160,E161,E162,E163,E164,E165,E166,E167,E168,E169,E170,E171,E172,E173,E174,E175,E176,E177,E178,E179,E180,E181,E182,E183,E184,E185,E186,E187,E188,E189,E190,E191,E192,E193,E194,E195,E196,E197,E198,E199,E200,E201,E202,E203,E204,E205,E206,E207,E208,E209,E210,E211,E212,E213,E214,E215,E216,E217,E218,E219,E220,E221,E222,E223,E224,E225,E226,E227,E228,E229,E230,E231,E232,E233,E234,E235,E236,E237,E238,E239,E240,E241,E242,E243,E244,E245,E246,E247,E248,E249,E250,E251,E252
flux,58865294.11870605,1326278804.1922414,1679212650.1113627,2355157934.923024,2354833380.672358,4316238538.495923,9343244446.242088,11998738835.305304,14504176479.87105,36426382613.9455,46628725316.332214,160085288912.07986,220675273030.44308,2519238123568.6997,1123756072719.1365,2812348242508.53,3286584745003.018,3637092887784.8677,3877334462717.1704,4033138777485.607,4111464289161.6924,4133468493094.638,10122549002183.076,9458399709664.408,8536343379630.344,7525615542388.307,6530037328170.942,5597565137288.259,4770396604568.565,4052107500223.498,3440341955577.907,2921580297179.595,2484109179446.9634,2119488971996.2615,3379868058840.384,2537141099797.975,1958908341503.5425,1561301298680.516,670571488329.359,613858892781.8204,1087402776550.6382,944583891337.0063,836670333894.87,754198013396.1765,688361043401.3364,323428218485.7979,311307616233.885,300531304660.6669,290095001203.7379,113242333833.26958,111871376054.13582,110221291295.57983,109030966695.39162,107603330458.63876,106238567562.73633,105161522283.00075,103734684590.65462,102751632454.24808,101502510189.8689,100139573761.47021,99055295893.84743,97960698857.06146,96984456202.88458,95960894983.76407,282108528871.042,183559313497.07178,269055110911.98114,175099748099.4792,424629687212.32806,406743997353.4755,389940690971.37054,375264226224.34753,361191695881.72266,618849696774.193,582503217582.8392,549687008125.1392,518614840902.2501,437823626400.06744,315073876316.6684,584831617941.3339,414440643301.0051,396809614202.1595,339428059022.8756,367485554269.7365,391707477136.70856,375726721474.2377,360995567207.13025,347536247443.4543,335155614971.7641,98238452378.99426,320006563303.10895,308759818049.8447,870887993945.3514,615316822795.0634,915720603704.7466,1316587841700.4153,592358111785.5787,739612576672.5444,1019681471886.544,398069114958.0259,373285888018.7895,284641653479.9828,161616646731.07385,175282423688.56613,220929228272.66284,1319955486635.6694,1224789730005.7017,1002243277939.2758,1489116420059.1763,361399285351.6202,855576195911.7764,1176773205166.461,1125145244796.7476,647634232472.2631,910902973304.5178,511057949212.96686,331096854121.4496,273715140682.51645,291463797927.0065,309045197904.2149,356716713230.0617,1184647657426.518,1091494512855.7969,996684167624.2584,485940639010.89636,181998169007.1715,526991015644.62573,168932734812.30038,395977547983.168,161546213767.35052,169907769965.07007,265135131453.58963,25460468427.73837,57611150128.26076,91334997689.81476,122958754235.78033,333561734521.26697,147762707003.1886,406953544590.35144,393256108101.39215,435165318122.2468,316236241793.0539,779702469762.4862,546126129102.2733,633654622948.9481,974026279486.647,597574367495.1971,383033946421.563,375148097054.48413,421537984220.5054,774421485424.5258,649293634844.3219,617372824223.5881,248306845698.01114,1166601854855.9243,905716785626.21,496219747423.8119,451477047305.271,342965470757.416,552870142240.0576,327115159800.44476,191408981481.20728,103106831087.51282,305548231488.4111,1951983249883.9558,2128330442522.6108,705437560119.5465,554632981335.4198,70811452891.82793,168345167268.56506,63826338521.35292,564040113534.7738,309798204996.1454,167700036412.05063,578266676115.6605,1079939166536.4606,2144054706979.538,847834301974.3295,7414150312230.673,2496035872984.9526,243578590870.86087,4191492314591.0586,2432677049986.329,3394134760887.9424,419561625483.14606,1913839613014.621,2573845220147.1416,288117386244.3437,1351871607310.9126,2345419386400.949,2841319769355.1387,541144179140.4457,4904413891917.095,4445191792065.884,2185248368858.888,4091456522145.8613,3514581981531.367,2131966150107.422,5165678610428.353,5430321976691.126,1172480953139.0952,471326313588.1415,1902692301434.8901,2657532423676.454,367037430226.5745,1240129388163.595,501823155234.0253,1918397091059.0708,2974097232522.066,1974946639439.2275,3677990574665.194,3279245006664.253,2253144016581.086,2426561156453.8765,648808632840.9158,617823225406.0992,945421284166.6638,690313144578.1464,1674314035318.9553,634621702474.8613,707303445510.8613,1709119964791.9353,214702572034.08832,1610609069926.3787,1440685819604.178,779115451318.8741,257359592371.5252,450837868208.7207,346291932221.8726,1474364826230.1853,1368590107656.3438,1382994493436.1846,626575633739.5396,833320085721.5896,463333168140.2408,455929121793.23804,1092493071777.7261,3090896254234.4937,2985196896633.267,584511135432.3533,1511920541577.41,1738705761328.4683,398004766954.72815,646527684906.422,202571183775.28214,46631922341.58091,13833104610.537361,919319223.8772151,393214746.09460324,249700016.61764425,136485592.66715068,43466412.52789731
flux_err,1046994.4736991918,6978691.308144519,8616931.99194726,10895905.13133016,12079517.961319845,16268318.063267566,26159987.020513993,32833130.695423868,37915011.11662649,60487317.30674943,70072316.72784372,136617375.7203678,167398867.98134825,758717899.0285188,451287409.95372736,830568558.3608308,868358208.9831095,939825232.568931,970947611.846838,967386934.2799647,972100146.2849243,964072564.9968873,2103581587.0425298,1886706993.0514634,1787151557.882027,1578488849.649498,1304107349.1492448,1186694346.3400724,1044031506.6647396,842787329.591343,761225230.56159,668352088.5315983,598917053.996942,496065789.9387689,702352951.4481142,585684143.4097422,466288670.54387593,389498220.6751067,224539231.1261632,210290692.6304904,290214648.12918043,270784700.9341578,250185249.5535638,221180865.9022136,219975303.55262145,148384061.34173095,137159692.51331693,128330368.74205944,136446146.37324262,78224313.08163774,83098181.34308097,79245392.78803803,76190581.78577487,78302191.53039344,78267870.2327446,79112887.68658808,77486758.9119242,71010659.98363933,74614784.55793387,69909636.25912242,71066862.47169162,73466302.57593034,73295202.71042722,69062312.09193215,137074966.8368399,104799242.59976341,128176877.75419135,96297495.80527703,157535650.89203477,154760214.49172032,149204731.34711218,157578258.76923767,144443262.7653781,197667223.7594221,193493786.57177332,180393851.42131042,178222115.33152097,148112446.42095855,135096927.79439548,181484301.8007086,154764809.577388,138314463.69696635,141195681.50369912,146690255.23157153,153993650.50329292,150552204.79643092,141011293.6095583,139482834.20097768,148315105.63549796,69456214.93614563,131344281.57294782,137564084.9300311,212109519.83147374,189843289.9984062,225373630.5635954,285991462.8676007,188685411.52719107,206162748.5704554,229880006.27223656,146689133.59500158,141546491.30764902,111705749.53969191,83331475.79839362,97735315.88700059,106826336.60568026,274593416.95755285,264052494.8410121,232039566.0815196,293925623.64154583,140449616.0648585,210573556.14016423,267479741.12391332,257246069.87805504,191908283.5422564,221970997.95083007,171992007.86280504,132402824.33109756,118614649.2399492,109428527.27981968,125815172.92240408,140112755.81103802,264965357.19113135,245628090.59049508,243561478.67500317,162194850.41710588,97869239.73764665,170846889.04031605,90156320.8896923,139852480.58942363,88216544.62372647,88419425.1323012,109138284.23809321,33862546.71651131,49305059.010391995,65825661.73937745,84255597.54341558,138825728.56081966,82899815.84645146,144737795.45983866,136599561.74300978,153120251.99369454,130599149.51270415,196231365.4336716,169350203.2793161,186244015.89038423,225790375.88403907,174787884.29463586,136510270.4609783,147129046.25617138,153842763.70350224,202808233.92470068,177515418.8686838,180765611.39099672,110371556.94656853,240000463.2260035,212970583.43854263,168056686.2470481,150939203.8682933,126417619.50685991,164633334.0242375,134664251.77441597,97788287.98560321,73056087.87758262,124800422.64542459,334966781.2538645,333168594.8966424,203419803.7656289,176255153.18474987,57102624.79768788,87319002.62446295,59791004.284819715,167391225.93084863,128257596.39903066,90115215.69866093,175212857.25751007,232692295.27628943,342482684.12798995,217644022.09967256,793764020.6956441,373739628.373134,114349402.82642595,528206975.0523591,368498495.5640316,462647989.08257115,144160760.83093128,329904121.4015248,389350536.8237823,121628841.1243439,254147326.35284537,357767511.7041132,405820851.6803107,176100764.69937998,585885299.4445387,538013913.3580981,363979594.3609546,503307219.58485156,476044906.0993364,334189677.00493383,613415072.0901997,621468535.7780074,225782294.8277633,150946936.3467325,326728097.28164166,404730008.0846703,139760921.08574775,268674230.1448455,158719676.62786773,314587235.80992854,408138775.03255504,361511290.59700257,548405271.7930379,477346608.9583477,384236708.9549538,422335228.58671975,205785086.9268557,197326671.18907905,230244617.23406476,221246344.35957012,377999907.19215834,202719637.34965834,228153532.64807037,379377995.5916678,127772743.2182147,368332303.7079369,350476541.2331714,263038644.09330922,155586369.0145261,185709260.7561524,168061044.22440737,367849396.9248302,385736730.07203805,371274193.83040994,248477944.06196296,296498681.96739125,199810351.40871614,219273260.58556366,366113715.4308373,656053210.3542094,708045657.3848162,291729698.07529473,467301388.0818742,596539945.3483571,281452553.03860956,411412943.374323,257250095.11888576,117075456.49434361,57406135.104869194,14280687.835134104,9356826.972803207,7782107.950773667,5913351.767522115,3433263.7781353025
