,,mean,std. dev.,Fission Density,FD std dev,Relative unc.
3T,4,0.0031617051927743515,4.0252642678644616e-07,0.9856405906199955,0.0001266154399626951,0.00012846005041558856
3T,5,0.0039366680866383015,4.782493486622342e-07,1.2272301246987216,0.0001505655250895709,0.0001226872793124549
3B,1,0.0038959313006565986,5.002045125415043e-07,1.2145307022836502,0.000157316866790609,0.00012952893368180007
3B,2,0.0031314342250954173,4.0884931801681464e-07,0.9762038175363158,0.00012854810515415164,0.00013168162513292928
3B,3,0.001518806711678278,2.1259067768762542e-07,0.47347790292319986,6.676806315177225e-05,0.00014101621794713895
3B,4,0.0031348703415455376,4.1790863955019586e-07,0.9772750040134977,0.0001313511468323797,0.00013440551154275256
3B,5,0.0039074909969278575,5.201157440696947e-07,1.2181343608050805,0.00016347948079330703,0.0001342048020755784
4T,1,0.00389918127454134,5.264904207293802e-07,1.2155438600526216,0.00016544509808623007,0.0001361078802035723
4T,2,0.003129955962941141,4.008700766278801e-07,0.9757429791298249,0.00012608112997475294,0.0001292155133795511
4T,3,0.0015168062684630845,2.075995662937743e-07,0.47285427803982005,6.522258368462226e-05,0.00013793379210821
4T,4,0.003128073454116177,4.2640999798917276e-07,0.9751561195091603,0.00013397567786978625,0.00013738895258866057
4T,5,0.0038939571801583743,5.068971841493415e-07,1.2139152833324238,0.00015938380498976934,0.00013129730482693247
4B,1,0.0039036611383353,5.04081457536073e-07,1.2169404278306253,0.0001585203678334422,0.0001302614032767635
4B,2,0.0031368457833730857,4.1851933085843414e-07,0.9778908348803633,0.00013154131851830927,0.00013451534039011853
4B,3,0.0015209698197945773,2.0387407312381823e-07,0.4741522375089154,6.407315102582873e-05,0.00013513202291832267
4B,4,0.0031394091340921095,4.0545155679792886e-07,0.9786899424386641,0.00012750353977735237,0.00013027981002813177
4B,5,0.003910460581677642,5.133689960116278e-07,1.2190601091238558,0.00016139570002953946,0.00013239355370715501
5T,1,0.0039321355065352545,5.179944406696175e-07,1.2258171229615549,0.00016284052225016513,0.00013284242747135477
5T,2,0.0031559711381143806,4.03910844535191e-07,0.9838530371711106,0.00012703911772675132,0.0001291240794377472
5T,3,0.0015287396736341874,2.1279693739994443e-07,0.47657443782822606,6.683834412462006e-05,0.00014024743842579093
5T,4,0.0031523588683716676,4.3432146794530043e-07,0.9827269360751504,0.00013643906818215594,0.00013883721222404986
5T,5,0.003921883765609039,5.013185119479013e-07,1.2226212108301864,0.00015767944948231636,0.0001289683575628862
5B,1,0.003982556703923243,4.921699441347974e-07,1.24153559629893,0.00015489731306163443,0.0001247626838275035
5B,2,0.0031989358013419767,4.210107035953311e-07,0.9972469855177867,0.00013235407913736954,0.00013271945772656227
5B,3,0.0015504429347983873,1.9359982164503438e-07,0.48334028532126544,6.091859346432483e-05,0.00012603665639795286
5B,4,0.003199222127226562,3.783485592219101e-07,0.9973362457102415,0.00011917823406923836,0.00011949654349959672
5B,5,0.003984997770104003,4.7295131373435544e-07,1.2422965824647638,0.0001489668914035552,0.00011991250197919661
6T,1,0.004040101637071567,4.912697686932486e-07,1.2594748469365686,0.0001546619083757916,0.0001227987273838593
6T,2,0.0032401085687934358,3.848055690061701e-07,1.0100823222598267,0.00012120169260619064,0.00011999189564572296
6T,3,0.0015689690546091995,2.105304881624902e-07,0.48911568010315615,6.616399353666086e-05,0.00013527268952552625
6T,4,0.0032349437840300775,4.1096247209102305e-07,1.0084722349195474,0.00012927398574022434,0.00012818794733653464
6T,5,0.004023185805132551,5.078820785777369e-07,1.2542014487015578,0.00015977952711578188,0.00012739542541686383
6B,1,0.004162295682020035,4.96021872794516e-07,1.297568028713447,0.0001562204862783046,0.00012039483311961603
6B,2,0.0033396619816156636,4.131670451551943e-07,1.041117437373211,0.000130030616164864,0.0001248952437997172
6B,3,0.0016175066811257943,2.172838867903562e-07,0.5042469627339475,6.828519192041751e-05,0.0001354201353047046
6B,4,0.003335247606615991,4.289995172355519e-07,1.039741285291784,0.00013491823639543237,0.0001297613534289639
6B,5,0.004150374659120317,4.975339620078038e-07,1.29385172901589,0.00015667807400784517,0.00012109430353894978
